txn_dt,brkr_id,cli_id,scrip,direction,units,rate_inr,net_val_inr
2025-11-25,BETA_INVEST,CL953364,HDFC,S,55,2724.91,149870.05
25/11/2025,OMEGA_BROKING,CL804241,ICICIBANK,S,143,2750.53,393325.79
11-20-2025,OMEGA_BROKING,CL369636,RELIANCE,B,112,1543.37,172857.44
11-26-2025,ALPHA_SEC,CL279614,TATAMOTORS,B,208,1410.22,293325.76
2025-11-24,DELTA_TRADES,CL989486,INFY,B,225,203.34,45097.89
24-Nov-25,ALPHA_SEC,CL637082,LT,S,157,1424.63,223666.91
2025-11-25,ALPHA_SEC,CL726509,HDFC,B,52,2029.33,105525.16
24/11/2025,OMEGA_BROKING,CL403745,SBIN,B,290,1455.51,422097.9
26/11/2025,BETA_INVEST,CL648462,ITC,S,253,1618.25,409417.25
11-26-2025,BETA_INVEST,CL509886,TATAMOTORS,S,208,534.38,111151.04
11-20-2025,BETA_INVEST,CL787243,HDFC,S,13,1366.5,17764.5
11-20-2025,BETA_INVEST,CL059146,ICICIBANK,B,27,2478.54,66920.58
24-Nov-25,BETA_INVEST,CL015416,TATAMOTORS,B,14,303.55,4249.7
11-23-2025,OMEGA_BROKING,CL223883,KOTAKBANK,B,345,1374.86,474326.7
20/11/2025,OMEGA_BROKING,CL324595,RELIANCE,B,174,1866.9,470171.98
24/11/2025,BETA_INVEST,CL824751,TATAMOTORS,B,197,767.71,151238.87
26/11/2025,ALPHA_SEC,CL162030,HDFC,S,26,1554.49,40416.74
26-Nov-25,ALPHA_SEC,CL565045,TATAMOTORS,B,279,383.42,106974.18
2025-11-23,DELTA_TRADES,CL939180,TATAMOTORS,B,165,861.12,142084.8
11-20-2025,DELTA_TRADES,CL157616,TATAMOTORS,B,85,1645.73,139887.05
20/11/2025,BETA_INVEST,CL653474,KOTAKBANK,B,311,125.94,39167.34
24/11/2025,BETA_INVEST,CL644685,LT,B,257,226.14,58117.98
11-20-2025,OMEGA_BROKING,CL605445,TATAMOTORS,B,134,2345.18,314254.12
2025-11-24,DELTA_TRADES,CL983304,KOTAKBANK,S,92,1902.28,175009.76
25/11/2025,OMEGA_BROKING,CL619553,ICICIBANK,B,14,2397.36,33563.04
22-Nov-25,ALPHA_SEC,CL777544,AXISBANK,B,98,2335.96,228924.08
22-Nov-25,OMEGA_BROKING,CL384753,SBIN,S,265,2138.56,566718.4
2025-11-22,DELTA_TRADES,CL066546,TATAMOTORS,B,376,194.06,72966.56
2025-11-26,ALPHA_SEC,CL384196,INFY,B,38,2014.07,76534.66
24-Nov-25,ALPHA_SEC,CL023298,ICICIBANK,S,47,1261.96,59312.12
20-Nov-25,DELTA_TRADES,CL094196,AXISBANK,B,309,2091.18,646174.62
2025-11-23,ALPHA_SEC,CL559276,TATAMOTORS,S,135,265.03,35779.05
23/11/2025,DELTA_TRADES,CL750742,SBIN,S,297,2286.3,679031.1
26/11/2025,BETA_INVEST,CL468998,ITC,S,163,710.88,115873.44
2025-11-26,BETA_INVEST,CL050990,INFY,B,273,1938.07,529093.11
24/11/2025,DELTA_TRADES,CL227650,KOTAKBANK,B,372,805.69,299716.68
11-26-2025,DELTA_TRADES,CL706725,INFY,B,59,2733.39,
11-24-2025,OMEGA_BROKING,CL601002,ICICIBANK,B,211,464.9,98093.9
11-22-2025,OMEGA_BROKING,CL159033,INFY,B,265,1738.52,460707.8
11-20-2025,ALPHA_SEC,CL145669,KOTAKBANK,B,84,2131.78,179069.52
2025-11-26,BETA_INVEST,CL062657,AXISBANK,B,287,2553.59,732880.33
20-Nov-25,OMEGA_BROKING,CL715051,RELIANCE,S,233,1863.74,434251.42
23-Nov-25,BETA_INVEST,CL612568,TATAMOTORS,B,372,120.14,44692.08
2025-11-22,BETA_INVEST,CL129607,KOTAKBANK,B,335,2644.07,885763.45
11-25-2025,OMEGA_BROKING,CL741411,ITC,S,356,2519.84,897063.04
24/11/2025,BETA_INVEST,CL897867,TATAMOTORS,S,183,287.86,52678.38
11-22-2025,BETA_INVEST,CL496722,ITC,S,372,2423.64,901594.08
2025-11-23,ALPHA_SEC,CL839445,RELIANCE,S,276,1949.56,538078.56
22/11/2025,ALPHA_SEC,CL382052,LT,S,338,2117.98,715877.24
29/11/2025,OMEGA_BROKING,CL024855,AXISBANK,S,80,1877.31,150184.8
11-23-2025,ALPHA_SEC,CL402239,LT,S,152,2327.0,353704.0
25/11/2025,ALPHA_SEC,CL150466,ICICIBANK,B,9,335.16,3016.44
23-Nov-25,DELTA_TRADES,CL853435,AXISBANK,S,94,1854.35,174308.9
11-25-2025,BETA_INVEST,CL509440,KOTAKBANK,B,85,1416.11,120369.35
23/11/2025,BETA_INVEST,CL104726,ICICIBANK,S,170,291.28,49517.6
2025-11-25,DELTA_TRADES,CL770182,AXISBANK,S,17,2489.89,42328.13
22/11/2025,BETA_INVEST,CL938515,INFY,S,174,329.4,57315.6
2025-11-24,OMEGA_BROKING,CL342542,LT,B,296,2757.25,816146.0
25-Nov-25,DELTA_TRADES,CL678751,LT,S,394,1844.18,726606.92
11-29-2025,DELTA_TRADES,CL617634,INFY,S,77,2353.44,181214.88
2025-11-23,OMEGA_BROKING,CL334182,RELIANCE,S,368,402.33,148057.44
11-23-2025,ALPHA_SEC,CL625683,AXISBANK,B,101,1830.58,184888.58
2025-11-26,OMEGA_BROKING,CL868478,LT,B,32,2206.0,38439.87
21/11/2025,OMEGA_BROKING,CL803330,INFY,S,314,1777.01,557981.14
11-25-2025,BETA_INVEST,CL883020,AXISBANK,B,134,1293.43,173319.62
11-20-2025,DELTA_TRADES,CL196188,LT,B,266,1652.44,439549.04
24-Nov-25,DELTA_TRADES,CL286786,RELIANCE,B,8,686.17,5489.36
24-Nov-25,BETA_INVEST,CL186420,LT,B,270,2351.04,634780.8
2025-11-26,BETA_INVEST,CL105343,KOTAKBANK,S,52,329.24,17120.48
11-26-2025,BETA_INVEST,CL125293,AXISBANK,S,197,398.15,78435.55
11-21-2025,OMEGA_BROKING,CL063819,ICICIBANK,S,266,1512.3,402271.8
11-25-2025,OMEGA_BROKING,CL555393,ICICIBANK,S,257,1282.12,389852.95
24-Nov-25,ALPHA_SEC,CL016324,ITC,S,123,1867.96,229759.08
11-21-2025,DELTA_TRADES,CL682062,TATAMOTORS,B,136,1697.65,230880.4
26-Nov-25,ALPHA_SEC,CL851872,AXISBANK,S,280,1096.58,307042.4
23/11/2025,OMEGA_BROKING,CL735986,KOTAKBANK,S,340,238.54,81103.6
20-Nov-25,ALPHA_SEC,CL293451,RELIANCE,S,207,1962.01,333705.02
11-25-2025,ALPHA_SEC,CL765210,TATAMOTORS,S,391,1785.28,698044.48
23-Nov-25,BETA_INVEST,CL029210,HDFC,S,43,1709.35,73502.05
20/11/2025,DELTA_TRADES,CL579543,KOTAKBANK,S,378,2221.49,839723.22
23/11/2025,ALPHA_SEC,CL854392,ITC,B,128,2142.38,274224.64
29/11/2025,DELTA_TRADES,CL880400,KOTAKBANK,B,170,2001.3,340221.0
11-20-2025,ALPHA_SEC,CL006815,INFY,B,99,335.02,33166.98
22/11/2025,DELTA_TRADES,CL651974,INFY,S,73,290.53,21208.69
25/11/2025,OMEGA_BROKING,CL207007,HDFC,B,353,2406.57,849519.21
23-Nov-25,ALPHA_SEC,CL951539,ICICIBANK,S,79,2331.3,184172.7
21-Nov-25,BETA_INVEST,CL174696,INFY,B,130,1155.5,150215.0
22/11/2025,OMEGA_BROKING,CL666965,ICICIBANK,S,370,226.04,83634.8
2025-11-21,DELTA_TRADES,CL478511,ITC,B,114,2077.11,236790.54
2025-11-23,OMEGA_BROKING,CL622864,INFY,B,205,1048.48,214938.4
11-24-2025,OMEGA_BROKING,CL867527,KOTAKBANK,S,336,1027.48,345233.28
2025-11-26,BETA_INVEST,CL672363,INFY,B,26,2516.94,65440.44
20-Nov-25,BETA_INVEST,CL129295,LT,B,325,2346.25,762531.25
11-24-2025,OMEGA_BROKING,CL965874,ITC,B,378,104.0,39312.0
2025-11-20,ALPHA_SEC,CL022845,INFY,B,390,1168.28,455629.2
11-26-2025,OMEGA_BROKING,CL464301,INFY,B,132,1391.85,183724.2
11-22-2025,OMEGA_BROKING,CL751240,ITC,S,35,173.06,6057.1
11-22-2025,ALPHA_SEC,CL764433,INFY,B,197,1498.27,295159.19
24-Nov-25,DELTA_TRADES,CL616950,KOTAKBANK,B,98,549.3,53831.4
24-Nov-25,OMEGA_BROKING,CL604525,LT,S,145,214.44,31093.8
11-26-2025,BETA_INVEST,CL382514,LT,B,242,1227.85,297139.7
11-29-2025,OMEGA_BROKING,CL821478,INFY,B,205,1281.27,262660.35
2025-11-23,DELTA_TRADES,CL706777,KOTAKBANK,B,395,103.31,40807.45
25/11/2025,DELTA_TRADES,CL702358,TATAMOTORS,B,57,1818.83,103673.31
25-Nov-25,OMEGA_BROKING,CL710303,TATAMOTORS,B,362,180.73,65424.26
11-23-2025,DELTA_TRADES,CL698904,AXISBANK,S,151,363.57,54899.07
2025-11-21,DELTA_TRADES,CL958971,RELIANCE,B,346,1549.5,301967.57
11-20-2025,BETA_INVEST,CL761838,SBIN,S,358,1136.72,406945.76
11-23-2025,BETA_INVEST,CL297068,SBIN,B,4,1665.09,6660.36
29/11/2025,BETA_INVEST,CL767110,HDFC,S,145,2349.26,340642.7
2025-11-20,BETA_INVEST,CL978329,ICICIBANK,S,305,458.87,139955.35
24/11/2025,OMEGA_BROKING,CL060265,AXISBANK,B,143,1346.28,192518.04
11-21-2025,BETA_INVEST,CL393278,AXISBANK,S,266,583.58,155232.28
20/11/2025,OMEGA_BROKING,CL451895,SBIN,B,2,792.05,1584.1
23-Nov-25,BETA_INVEST,CL152308,AXISBANK,B,28,2517.34,70485.52
25-Nov-25,DELTA_TRADES,CL601931,ICICIBANK,S,218,967.23,210856.14
2025-11-23,ALPHA_SEC,CL728988,RELIANCE,B,195,1277.38,249089.1
2025-11-26,DELTA_TRADES,CL359699,LT,B,301,2516.15,757361.15
22-Nov-25,OMEGA_BROKING,CL192122,TATAMOTORS,S,123,2319.19,285260.37
2025-11-26,OMEGA_BROKING,CL902692,LT,S,304,697.68,212094.72
11-24-2025,BETA_INVEST,CL004686,HDFC,B,117,1775.8,207768.6
22/11/2025,DELTA_TRADES,CL131449,AXISBANK,S,184,335.45,61722.8
21-Nov-25,OMEGA_BROKING,CL206282,ITC,B,148,1646.8,243726.4
11-26-2025,OMEGA_BROKING,CL067899,TATAMOTORS,B,227,2272.0,515744.0
22-Nov-25,DELTA_TRADES,CL066380,INFY,B,214,2346.6,502172.4
20-Nov-25,DELTA_TRADES,CL076990,HDFC,S,282,2581.49,727980.18
11-23-2025,ALPHA_SEC,CL680402,SBIN,B,108,2799.94,302393.52
26/11/2025,DELTA_TRADES,CL690008,ITC,B,220,2640.75,580965.0
26/11/2025,OMEGA_BROKING,CL166239,INFY,S,295,2240.53,660956.35
11-25-2025,BETA_INVEST,CL181194,RELIANCE,S,153,551.55,84387.15
11-29-2025,OMEGA_BROKING,CL076267,SBIN,B,328,741.68,243271.04
25-Nov-25,DELTA_TRADES,CL516417,KOTAKBANK,S,368,2384.34,877437.12
2025-11-25,DELTA_TRADES,CL748616,TATAMOTORS,S,217,1755.75,380997.75
2025-11-26,DELTA_TRADES,CL905875,ICICIBANK,B,42,1869.41,78515.22
11-21-2025,ALPHA_SEC,CL763069,SBIN,B,209,2718.08,568078.72
23-Nov-25,BETA_INVEST,CL797746,HDFC,S,97,301.25,29221.25
23-Nov-25,DELTA_TRADES,CL077855,KOTAKBANK,B,44,1394.2,61344.8
26/11/2025,BETA_INVEST,CL985205,ITC,S,7,2126.94,14888.58
22-Nov-25,BETA_INVEST,CL233297,TATAMOTORS,S,328,1988.46,652214.88
23-Nov-25,DELTA_TRADES,CL410017,AXISBANK,B,46,2464.11,113349.06
2025-11-25,OMEGA_BROKING,CL777413,AXISBANK,B,264,2276.83,601083.12
23/11/2025,OMEGA_BROKING,CL323569,HDFC,S,385,2730.9,1051396.5
22-Nov-25,DELTA_TRADES,CL796361,INFY,S,21,1800.91,37819.11
11-25-2025,OMEGA_BROKING,CL629280,RELIANCE,S,103,1516.0,156148.0
11-21-2025,DELTA_TRADES,CL366987,TATAMOTORS,B,280,564.11,157950.8
2025-11-22,ALPHA_SEC,CL180033,INFY,S,104,2174.67,226165.68
2025-11-25,DELTA_TRADES,CL782278,SBIN,S,82,1713.21,140483.22
11-24-2025,ALPHA_SEC,CL145092,ITC,S,172,1726.58,296971.76
20/11/2025,BETA_INVEST,CL957495,TATAMOTORS,B,98,2313.4,226713.2
22-Nov-25,ALPHA_SEC,CL717941,INFY,B,385,460.5,177292.5
20-Nov-25,DELTA_TRADES,CL079126,SBIN,S,244,355.27,86685.88
23-Nov-25,OMEGA_BROKING,CL307676,KOTAKBANK,B,238,942.83,224393.54
23/11/2025,DELTA_TRADES,CL864896,TATAMOTORS,B,203,616.28,125104.84
21-Nov-25,OMEGA_BROKING,CL411834,ITC,S,123,345.15,42453.45
20-Nov-25,BETA_INVEST,CL217410,SBIN,S,236,2343.0,552948.0
2025-11-25,DELTA_TRADES,CL038492,AXISBANK,B,382,774.15,295725.3
2025-11-29,DELTA_TRADES,CL422065,HDFC,S,133,1970.76,262111.08
26-Nov-25,OMEGA_BROKING,CL743415,ICICIBANK,S,74,700.6,51844.4
22/11/2025,BETA_INVEST,CL067132,INFY,S,53,2154.94,114211.82
11-21-2025,OMEGA_BROKING,CL946406,ICICIBANK,S,355,1355.11,481064.05
2025-11-20,BETA_INVEST,CL972981,HDFC,B,128,228.71,29274.88
20/11/2025,BETA_INVEST,CL707487,TATAMOTORS,B,218,581.91,126856.38
11-26-2025,DELTA_TRADES,CL501101,ICICIBANK,S,246,1527.3,375715.8
2025-11-24,OMEGA_BROKING,CL421635,KOTAKBANK,S,303,2782.67,843149.01
23/11/2025,BETA_INVEST,CL171348,SBIN,B,17,695.22,11818.74
23-Nov-25,OMEGA_BROKING,CL447060,ITC,S,66,2203.8,145450.8
22/11/2025,BETA_INVEST,CL924500,TATAMOTORS,S,163,2033.01,331380.63
25-Nov-25,OMEGA_BROKING,CL804471,INFY,S,291,2469.66,718671.06
23/11/2025,BETA_INVEST,CL540374,ITC,B,330,473.56,
2025-11-26,OMEGA_BROKING,CL312476,ITC,S,63,338.03,
11-23-2025,BETA_INVEST,CL683232,RELIANCE,S,48,1694.43,81332.64
21/11/2025,ALPHA_SEC,CL508653,LT,B,26,2281.73,
11-24-2025,DELTA_TRADES,CL611852,HDFC,S,375,686.46,257422.5
11-21-2025,BETA_INVEST,CL288583,HDFC,S,11,2162.33,23785.63
2025-11-20,ALPHA_SEC,CL454223,TATAMOTORS,S,30,2320.42,69612.6
2025-11-24,DELTA_TRADES,CL927651,HDFC,B,135,2227.52,300715.2
22-Nov-25,OMEGA_BROKING,CL797977,RELIANCE,S,172,872.23,150023.56
26-Nov-25,DELTA_TRADES,CL651459,TATAMOTORS,S,267,482.6,128854.2
11-22-2025,BETA_INVEST,CL986215,INFY,S,325,459.42,149311.5
11-22-2025,OMEGA_BROKING,CL703109,KOTAKBANK,B,170,535.26,90994.2
23/11/2025,OMEGA_BROKING,CL131095,KOTAKBANK,B,318,1920.85,610830.3
2025-11-20,DELTA_TRADES,CL820429,SBIN,B,62,747.43,46340.66
26-Nov-25,DELTA_TRADES,CL507170,INFY,S,342,221.87,75879.54
2025-11-29,BETA_INVEST,CL389875,KOTAKBANK,B,62,1328.68,82378.16
23/11/2025,DELTA_TRADES,CL405608,INFY,B,72,2492.23,179440.56
11-21-2025,OMEGA_BROKING,CL594150,HDFC,B,289,849.37,245467.93
2025-11-22,DELTA_TRADES,CL496467,TATAMOTORS,B,174,1040.05,180968.7
26/11/2025,BETA_INVEST,CL045269,INFY,B,15,1476.13,22141.95
11-23-2025,ALPHA_SEC,CL028236,HDFC,B,213,1633.57,347950.41
25/11/2025,DELTA_TRADES,CL354659,INFY,S,275,134.99,37122.25
2025-11-23,DELTA_TRADES,CL437085,LT,S,43,2000.95,86040.85
11-29-2025,ALPHA_SEC,CL024029,RELIANCE,S,220,2657.39,584625.8
23-Nov-25,DELTA_TRADES,CL912968,INFY,B,151,2005.73,302865.23
11-29-2025,ALPHA_SEC,CL507808,TATAMOTORS,B,69,1747.66,120588.54
29-Nov-25,OMEGA_BROKING,CL119984,SBIN,B,389,318.36,123842.04
2025-11-25,BETA_INVEST,CL733996,KOTAKBANK,S,34,2124.62,72237.08
25/11/2025,DELTA_TRADES,CL197172,HDFC,S,221,980.05,216591.05
11-21-2025,BETA_INVEST,CL886617,AXISBANK,S,72,753.43,54246.96
26-Nov-25,DELTA_TRADES,CL553042,KOTAKBANK,S,80,754.88,60390.4
22-Nov-25,OMEGA_BROKING,CL688952,AXISBANK,B,338,2727.94,922043.72
11-25-2025,BETA_INVEST,CL473389,INFY,S,26,1559.57,40548.82
24/11/2025,DELTA_TRADES,CL266223,AXISBANK,S,353,2719.85,960107.05
26-Nov-25,ALPHA_SEC,CL839795,RELIANCE,B,393,1051.95,413416.35
24/11/2025,BETA_INVEST,CL771311,AXISBANK,S,67,2360.08,158125.36
11-22-2025,DELTA_TRADES,CL162133,TATAMOTORS,B,373,589.08,219726.84
2025-11-21,BETA_INVEST,CL919749,LT,S,304,1158.36,352141.44
20-Nov-25,ALPHA_SEC,CL687963,HDFC,B,270,260.52,70340.4
2025-11-25,BETA_INVEST,CL477826,TATAMOTORS,B,191,854.79,163264.89
2025-11-20,OMEGA_BROKING,CL391662,LT,S,390,2498.2,974298.0
22-Nov-25,DELTA_TRADES,CL256713,KOTAKBANK,S,276,2340.3,645922.8
2025-11-26,ALPHA_SEC,CL692160,KOTAKBANK,S,351,2343.15,822445.65
25/11/2025,ALPHA_SEC,CL419992,INFY,S,47,282.97,13299.59
2025-11-29,DELTA_TRADES,CL469204,INFY,B,61,143.3,8741.3
25/11/2025,BETA_INVEST,CL343511,SBIN,S,76,2018.11,153376.36
11-22-2025,ALPHA_SEC,CL806054,LT,S,234,1086.4,254217.6
20/11/2025,ALPHA_SEC,CL506776,SBIN,S,357,869.35,310357.95
23-Nov-25,OMEGA_BROKING,CL145161,KOTAKBANK,S,377,952.14,358956.78
2025-11-26,DELTA_TRADES,CL959508,AXISBANK,S,378,2633.08,995304.24
23/11/2025,OMEGA_BROKING,CL583539,AXISBANK,B,330,1939.37,639992.1
11-22-2025,DELTA_TRADES,CL227172,TATAMOTORS,B,248,2320.21,575412.08
22-Nov-25,BETA_INVEST,CL216468,ICICIBANK,B,3,1691.19,5073.57
20/11/2025,ALPHA_SEC,CL952027,KOTAKBANK,B,153,395.38,60493.14
21-Nov-25,ALPHA_SEC,CL199527,RELIANCE,S,285,2231.21,635894.85
2025-11-26,DELTA_TRADES,CL507586,ITC,B,43,567.56,
2025-11-20,OMEGA_BROKING,CL840382,HDFC,B,191,1276.27,243767.57
23-Nov-25,ALPHA_SEC,CL445031,ICICIBANK,S,354,422.76,149657.04
24/11/2025,ALPHA_SEC,CL914614,INFY,S,231,167.21,38625.51
11-24-2025,BETA_INVEST,CL711191,TATAMOTORS,B,323,292.48,94471.04
21/11/2025,BETA_INVEST,CL357048,SBIN,B,85,2516.68,213917.8
20-Nov-25,DELTA_TRADES,CL952182,RELIANCE,S,25,1993.2,49830.0
25-Nov-25,ALPHA_SEC,CL017511,RELIANCE,B,313,1628.86,509833.18
25-Nov-25,OMEGA_BROKING,CL898158,TATAMOTORS,S,202,1502.31,303466.62
11-25-2025,OMEGA_BROKING,CL087908,ICICIBANK,B,268,1071.11,287057.48
11-23-2025,DELTA_TRADES,CL210588,KOTAKBANK,S,87,1477.12,128509.44
26-Nov-25,BETA_INVEST,CL077144,AXISBANK,S,360,1351.68,486604.8
21/11/2025,BETA_INVEST,CL122048,KOTAKBANK,B,333,613.37,204252.21
25/11/2025,ALPHA_SEC,CL197556,ITC,S,112,2735.44,306369.28
22-Nov-25,DELTA_TRADES,CL107290,KOTAKBANK,B,173,2221.22,384271.06
2025-11-22,DELTA_TRADES,CL038701,KOTAKBANK,B,304,1109.96,337427.84
2025-11-25,BETA_INVEST,CL185615,RELIANCE,S,12,1243.77,14925.24
2025-11-21,ALPHA_SEC,CL154450,LT,B,108,611.62,66054.96
2025-11-25,OMEGA_BROKING,CL346541,SBIN,B,378,1099.77,415713.06
11-22-2025,DELTA_TRADES,CL174536,SBIN,S,170,659.65,112140.5
26-Nov-25,BETA_INVEST,CL761126,LT,S,136,2248.2,305755.2
2025-11-24,OMEGA_BROKING,CL625295,AXISBANK,B,374,1515.13,566658.62
11-22-2025,ALPHA_SEC,CL761972,INFY,S,237,297.37,70476.69
2025-11-24,OMEGA_BROKING,CL974909,TATAMOTORS,S,263,2025.09,532598.67
2025-11-23,ALPHA_SEC,CL926402,LT,S,366,2091.95,765653.7
2025-11-22,DELTA_TRADES,CL526616,RELIANCE,S,114,1369.93,156172.02
26/11/2025,ALPHA_SEC,CL426742,INFY,B,395,833.19,329110.05
2025-11-25,OMEGA_BROKING,CL986651,RELIANCE,S,374,1908.31,713707.94
25-Nov-25,DELTA_TRADES,CL577561,AXISBANK,S,85,1848.48,157120.8
11-22-2025,ALPHA_SEC,CL524154,ICICIBANK,B,393,1064.15,418210.95
25/11/2025,DELTA_TRADES,CL927143,LT,S,104,1181.64,122890.56
25-Nov-25,BETA_INVEST,CL783898,AXISBANK,S,28,503.34,14093.52
11-20-2025,BETA_INVEST,CL036285,KOTAKBANK,S,171,1549.83,265020.93
11-22-2025,ALPHA_SEC,CL949253,AXISBANK,S,299,2313.08,691610.92
26-Nov-25,OMEGA_BROKING,CL079382,LT,S,41,1179.88,48375.08
11-25-2025,DELTA_TRADES,CL144048,ICICIBANK,B,347,642.81,170902.13
23-Nov-25,ALPHA_SEC,CL960105,RELIANCE,B,34,590.75,20085.5
24/11/2025,BETA_INVEST,CL149588,LT,S,98,1972.94,193348.12
25-Nov-25,DELTA_TRADES,CL216716,ICICIBANK,S,251,1570.05,394082.55
11-25-2025,OMEGA_BROKING,CL985320,RELIANCE,S,270,929.35,250924.5
2025-11-25,DELTA_TRADES,CL337390,KOTAKBANK,B,262,882.92,231325.04
2025-11-26,BETA_INVEST,CL279141,RELIANCE,S,389,202.82,78896.98
24-Nov-25,OMEGA_BROKING,CL764626,INFY,S,111,2631.36,292080.96
25/11/2025,ALPHA_SEC,CL692339,AXISBANK,S,386,749.74,289399.64
2025-11-22,BETA_INVEST,CL000652,KOTAKBANK,B,36,2153.63,77530.68
11-26-2025,BETA_INVEST,CL464391,RELIANCE,S,375,560.36,210135.0
11-23-2025,DELTA_TRADES,CL812312,KOTAKBANK,S,362,1595.15,577444.3
11-26-2025,BETA_INVEST,CL877374,INFY,S,384,2645.63,1015921.92
23-Nov-25,BETA_INVEST,CL024304,AXISBANK,B,277,1325.7,
25-Nov-25,OMEGA_BROKING,CL973095,HDFC,S,168,591.7,99405.6
2025-11-26,ALPHA_SEC,CL205575,AXISBANK,B,111,2344.43,260231.73
24-Nov-25,OMEGA_BROKING,CL673501,KOTAKBANK,S,121,480.93,58192.53
11-20-2025,OMEGA_BROKING,CL217406,AXISBANK,B,383,1622.22,621310.26
20/11/2025,ALPHA_SEC,CL608023,KOTAKBANK,S,215,2334.68,501956.2
11-26-2025,OMEGA_BROKING,CL865286,HDFC,B,368,2034.8,748806.4
22/11/2025,OMEGA_BROKING,CL235304,SBIN,S,392,1445.86,566777.12
11-24-2025,ALPHA_SEC,CL046852,ITC,B,110,1975.09,217259.9
11-29-2025,ALPHA_SEC,CL616112,ICICIBANK,S,321,1132.47,363522.87
11-23-2025,DELTA_TRADES,CL793045,LT,S,203,2280.68,462978.04
2025-11-21,DELTA_TRADES,CL069614,ICICIBANK,S,324,2348.46,760901.04
11-21-2025,DELTA_TRADES,CL930758,TATAMOTORS,B,118,775.0,91450.0
20/11/2025,DELTA_TRADES,CL854818,SBIN,B,202,2044.5,412989.0
21-Nov-25,DELTA_TRADES,CL359139,INFY,S,348,458.9,159697.2
24/11/2025,BETA_INVEST,CL030027,KOTAKBANK,B,202,644.22,130132.44
11-26-2025,OMEGA_BROKING,CL492788,SBIN,S,258,1309.67,337894.86
26/11/2025,ALPHA_SEC,CL933887,RELIANCE,S,210,2292.94,481517.4
29-Nov-25,DELTA_TRADES,CL991796,RELIANCE,S,375,552.58,207217.5
2025-11-23,DELTA_TRADES,CL259520,HDFC,B,298,2026.27,603828.46
2025-11-21,OMEGA_BROKING,CL652696,SBIN,S,200,806.83,161366.0
22-Nov-25,DELTA_TRADES,CL484993,LT,S,140,755.24,105733.6
2025-11-23,DELTA_TRADES,CL134138,LT,B,58,1918.69,111284.02
23-Nov-25,DELTA_TRADES,CL798650,TATAMOTORS,S,305,478.16,145838.8
22/11/2025,BETA_INVEST,CL755718,HDFC,S,325,462.06,150169.5
11-24-2025,DELTA_TRADES,CL195181,TATAMOTORS,B,29,2423.49,70281.21
22/11/2025,BETA_INVEST,CL352588,AXISBANK,B,186,1719.87,319895.82
2025-11-25,DELTA_TRADES,CL486025,SBIN,S,315,290.7,91570.5
22/11/2025,ALPHA_SEC,CL446094,ITC,B,144,1890.46,
11-25-2025,BETA_INVEST,CL209360,TATAMOTORS,B,202,1075.94,217339.88
2025-11-26,ALPHA_SEC,CL129673,RELIANCE,B,208,2762.27,574552.16
2025-11-26,BETA_INVEST,CL478334,KOTAKBANK,B,69,2236.0,154284.0
2025-11-24,BETA_INVEST,CL253419,ITC,B,398,2403.66,956656.68
24/11/2025,ALPHA_SEC,CL620872,TATAMOTORS,S,255,369.58,94242.9
11-23-2025,ALPHA_SEC,CL155915,ITC,B,39,689.1,26874.9
29-Nov-25,ALPHA_SEC,CL287558,AXISBANK,S,328,1897.82,622484.96
22/11/2025,OMEGA_BROKING,CL141134,TATAMOTORS,B,256,503.05,128780.8
11-22-2025,ALPHA_SEC,CL788231,ICICIBANK,B,240,617.99,148317.6
26/11/2025,ALPHA_SEC,CL137125,SBIN,S,204,231.76,47279.04
11-22-2025,ALPHA_SEC,CL286243,HDFC,S,364,1596.93,581282.52
11-26-2025,OMEGA_BROKING,CL026141,LT,S,166,1803.86,299440.76
11-24-2025,ALPHA_SEC,CL868693,SBIN,B,272,338.08,91957.76
11-23-2025,ALPHA_SEC,CL032721,AXISBANK,S,341,1655.12,564395.92
24-Nov-25,OMEGA_BROKING,CL908442,RELIANCE,S,86,873.66,75134.76
20/11/2025,DELTA_TRADES,CL431270,AXISBANK,B,23,2715.59,62458.57
20/11/2025,OMEGA_BROKING,CL351754,TATAMOTORS,B,149,949.86,141529.14
11-25-2025,DELTA_TRADES,CL924475,AXISBANK,S,330,872.29,
11-22-2025,ALPHA_SEC,CL325644,KOTAKBANK,B,243,1804.06,438386.58
11-22-2025,OMEGA_BROKING,CL861608,TATAMOTORS,S,395,2375.96,938504.2
11-22-2025,DELTA_TRADES,CL524480,RELIANCE,S,323,843.69,272511.87
23-Nov-25,DELTA_TRADES,CL914165,KOTAKBANK,B,9,620.92,5588.28
2025-11-22,ALPHA_SEC,CL913122,LT,B,131,419.86,55001.66
29/11/2025,ALPHA_SEC,CL322671,HDFC,S,167,1084.77,181156.59
11-20-2025,OMEGA_BROKING,CL539502,HDFC,B,265,2126.44,563506.6
11-21-2025,ALPHA_SEC,CL988160,ITC,B,98,1592.13,156028.74
22/11/2025,BETA_INVEST,CL603474,SBIN,S,254,1273.88,323565.52
21/11/2025,ALPHA_SEC,CL586846,RELIANCE,S,13,2553.99,33201.87
22-Nov-25,OMEGA_BROKING,CL213670,AXISBANK,S,317,1105.43,350421.31
20/11/2025,OMEGA_BROKING,CL355721,ICICIBANK,S,183,1423.14,260434.62
11-21-2025,BETA_INVEST,CL457799,LT,B,263,1272.97,334791.11
