TxnDate,ValueDate,Narration,Amount,RefNo
2025-11-23,2025-11-23,,171474,LED-001749
2025-11-25,2025-11-25,AUTO SWEEP,-136791,LED-001750
2025-11-24,2025-11-25,UPI,135955,LED-001751
2025-11-23,2025-11-23,AUTO SWEEP,-104142,LED-001752
2025-11-20,2025-11-21,BROKER PAYIN,48256,LED-001753
2025-11-25,2025-11-27,UPI,-194001,LED-001754
2025-11-24,2025-11-25,BROKER PAYOUT,49884,LED-001755
2025-11-26,2025-11-28,UPI,-49116,LED-001756
2025-11-28,2025-11-29,BROKER PAYIN,-137332,LED-001757
2025-11-19,2025-11-21,SUSPICIOUS BULK WITHDRAWAL,-1745272,LED-001758
2025-11-22,2025-11-22,AUTO SWEEP,-94220,LED-001759
2025-11-29,,BROKER PAYOUT,-78460,LED-001760
2025-12-01,2025-12-01,IMPS,20613,LED-001761
2025-11-26,2025-11-26,ATM WDL,-171370,LED-001762
2025-11-25,,BROKER PAYOUT,101991,LED-001763
2025-11-17,2025-11-17,IMPS,-186362,LED-001764
2025-11-23,2025-11-23,AUTO SWEEP,180572,LED-001765
2025-11-29,2025-11-30,BROKER PAYIN,-36690,LED-001766
2025-11-20,2025-11-20,AUTO SWEEP,58974,LED-001767
2025-11-25,2025-11-26,ATM WDL,-123247,LED-001768
2025-12-01,2025-12-03,IMPS,-84231,LED-001769
2025-11-28,2025-11-29,BROKER PAYOUT,-85168,LED-001770
2025-11-30,2025-11-30,AUTO SWEEP,38423,LED-001771
2025-11-28,,IMPS,-138106,LED-001772
2025-11-25,2025-11-26,UPI,118033,LED-001773
2025-11-17,2025-11-17,IMPS,56080,LED-001774
2025-12-01,2025-12-02,AUTO SWEEP,188340,LED-001775
2025-11-29,2025-12-01,BROKER PAYIN,19049,LED-001776
2025-11-18,2025-11-20,BROKER PAYOUT,-99375,LED-001777
2025-11-30,2025-12-02,IMPS,-88912,LED-001778
2025-11-20,2025-11-21,IMPS,-46964,LED-001779
2025-11-22,2025-11-22,IMPS,126111,LED-001780
2025-11-29,2025-11-30,SUSPICIOUS BULK WITHDRAWAL,-980764,LED-001781
2025-11-25,2025-11-25,BROKER PAYIN,-137739,LED-001782
2025-11-22,2025-11-24,AUTO SWEEP,-176422,LED-001783
2025-11-25,2025-11-26,SUSPICIOUS BULK WITHDRAWAL,-1366394,LED-001784
2025-11-18,2025-11-19,UPI,40514,LED-001785
2025-11-26,2025-11-27,IMPS,28870,LED-001786
2025-11-18,2025-11-20,AUTO SWEEP,-7858,LED-001787
2025-11-28,2025-11-30,AUTO SWEEP,5673,LED-001788
2025-11-19,2025-11-20,BROKER PAYOUT,167680,LED-001789
2025-11-26,2025-11-26,IMPS,-89281,LED-001790
2025-11-27,2025-11-29,BROKER PAYIN,38392,LED-001791
2025-11-22,2025-11-23,UPI,174302,LED-001792
2025-11-25,2025-11-25,BROKER PAYOUT,154382,LED-001793
2025-11-24,2025-11-24,BROKER PAYOUT,47400,LED-001794
2025-12-01,2025-12-02,ATM WDL,75388,LED-001795
2025-11-18,2025-11-20,BROKER PAYOUT,-35206,LED-001796
2025-11-28,2025-11-30,BROKER PAYIN,-185006,LED-001797
2025-11-24,2025-11-24,,-14835,LED-001798
2025-11-22,2025-11-24,AUTO SWEEP,89277,LED-001799
2025-11-30,2025-12-01,AUTO SWEEP,1453,LED-001800
2025-12-01,2025-12-02,AUTO SWEEP,-65638,LED-001801
2025-11-28,2025-11-30,ATM WDL,175253,LED-001802
2025-12-01,2025-12-03,UPI,159363,LED-001803
2025-11-20,2025-11-21,ATM WDL,-154496,LED-001804
2025-11-20,2025-11-22,BROKER PAYIN,-32560,LED-001805
2025-11-26,2025-11-26,IMPS,-362,LED-001806
2025-11-30,2025-12-01,ATM WDL,-73511,LED-001807
2025-11-27,,ATM WDL,63446,LED-001808
2025-11-29,2025-11-29,AUTO SWEEP,10793,LED-001809
2025-11-26,2025-11-28,BROKER PAYIN,43392,LED-001810
2025-11-17,2025-11-19,AUTO SWEEP,-33547,LED-001811
2025-11-30,2025-12-02,AUTO SWEEP,157396,LED-001812
2025-11-27,2025-11-29,ATM WDL,-143758,LED-001813
2025-11-23,2025-11-23,IMPS,141467,LED-001814
2025-11-30,2025-11-30,IMPS,-40503,LED-001815
2025-12-01,2025-12-03,UPI,-58790,LED-001816
2025-11-25,2025-11-27,BROKER PAYOUT,-159305,LED-001817
2025-11-17,2025-11-19,BROKER PAYOUT,100904,LED-001818
2025-11-23,2025-11-24,IMPS,189486,LED-001819
2025-11-28,,UPI,74377,LED-001820
2025-11-21,2025-11-21,ATM WDL,-147824,LED-001821
2025-11-27,2025-11-29,BROKER PAYOUT,11648,LED-001822
2025-11-30,2025-12-02,IMPS,-75810,LED-001823
2025-11-29,2025-11-29,SUSPICIOUS BULK WITHDRAWAL,-1687303,LED-001824
2025-11-27,2025-11-29,UPI,77398,LED-001825
2025-11-18,2025-11-20,ATM WDL,107573,LED-001826
2025-11-24,2025-11-24,BROKER PAYIN,-32028,LED-001827
2025-11-18,2025-11-18,UPI,151399,LED-001828
2025-11-20,2025-11-20,BROKER PAYOUT,111340,LED-001829
2025-11-23,2025-11-24,UPI,26838,LED-001830
2025-11-17,2025-11-17,BROKER PAYOUT,-2675,LED-001831
2025-11-24,2025-11-25,,-68631,LED-001832
2025-11-22,2025-11-22,ATM WDL,145527,LED-001833
2025-11-28,2025-11-28,BROKER PAYIN,14265,LED-001834
2025-11-23,2025-11-25,IMPS,117839,LED-001835
2025-11-17,,ATM WDL,87647,LED-001836
2025-11-23,2025-11-24,AUTO SWEEP,134347,LED-001837
2025-11-29,2025-12-01,BROKER PAYIN,-14660,LED-001838
2025-11-21,2025-11-23,IMPS,-199342,LED-001839
2025-11-30,2025-12-02,BROKER PAYOUT,-112019,LED-001840
2025-11-27,2025-11-28,UPI,-97957,LED-001841
2025-11-20,2025-11-22,BROKER PAYIN,-122871,LED-001842
2025-11-18,2025-11-20,SUSPICIOUS BULK WITHDRAWAL,-546186,LED-001843
2025-11-17,2025-11-19,BROKER PAYOUT,62818,LED-001844
2025-12-01,2025-12-02,BROKER PAYOUT,-122547,LED-001845
2025-11-21,2025-11-23,ATM WDL,-1956,LED-001846
2025-11-23,2025-11-24,BROKER PAYOUT,53688,LED-001847
2025-11-24,2025-11-24,IMPS,38016,LED-001848
2025-11-25,2025-11-27,,53934,LED-001849
2025-11-28,2025-11-28,BROKER PAYIN,65010,LED-001850
2025-11-17,2025-11-18,BROKER PAYIN,-131139,LED-001851
2025-11-29,2025-11-30,ATM WDL,-100128,LED-001852
2025-11-19,2025-11-20,BROKER PAYIN,23882,LED-001853
2025-11-21,2025-11-22,ATM WDL,20228,LED-001854
2025-11-20,2025-11-21,BROKER PAYOUT,-196613,LED-001855
2025-11-24,,IMPS,59440,LED-001856
2025-11-24,2025-11-25,IMPS,-168103,LED-001857
2025-11-27,2025-11-28,BROKER PAYIN,62329,LED-001858
2025-11-23,2025-11-24,IMPS,-156966,LED-001859
2025-11-24,2025-11-25,AUTO SWEEP,-69965,LED-001860
2025-11-23,2025-11-24,BROKER PAYOUT,61016,LED-001861
2025-11-28,,ATM WDL,177042,LED-001862
2025-11-24,2025-11-26,AUTO SWEEP,-96217,LED-001863
2025-11-17,2025-11-18,UPI,-168907,LED-001864
2025-11-19,2025-11-21,BROKER PAYOUT,150486,LED-001865
2025-11-20,2025-11-20,ATM WDL,-143079,LED-001866
2025-11-27,2025-11-27,,11421,LED-001867
2025-11-30,,IMPS,-95376,LED-001868
2025-11-24,2025-11-24,IMPS,108818,LED-001869
2025-11-27,2025-11-27,BROKER PAYIN,89045,LED-001870
2025-11-21,2025-11-23,UPI,-167420,LED-001871
2025-11-26,2025-11-28,ATM WDL,-111993,LED-001872
2025-11-28,2025-11-28,BROKER PAYIN,136655,LED-001873
2025-11-24,2025-11-26,AUTO SWEEP,15519,LED-001874
2025-11-27,2025-11-28,ATM WDL,129744,LED-001875
2025-11-17,2025-11-19,IMPS,115996,LED-001876
2025-11-26,,IMPS,100556,LED-001877
2025-11-22,2025-11-22,UPI,-61168,LED-001878
2025-11-17,,IMPS,71386,LED-001879
2025-11-22,2025-11-23,ATM WDL,-178,LED-001880
2025-11-24,,BROKER PAYIN,55982,LED-001881
2025-11-25,2025-11-26,BROKER PAYOUT,103230,LED-001882
2025-11-18,2025-11-19,UPI,183846,LED-001883
2025-11-27,2025-11-29,UPI,29300,LED-001884
2025-11-19,,ATM WDL,33461,LED-001885
2025-11-17,2025-11-19,ATM WDL,142706,LED-001886
2025-12-01,2025-12-01,AUTO SWEEP,-160401,LED-001887
2025-11-25,2025-11-25,BROKER PAYIN,110987,LED-001888
2025-12-01,2025-12-01,BROKER PAYOUT,163674,LED-001889
2025-11-20,2025-11-20,AUTO SWEEP,-28795,LED-001890
2025-11-19,2025-11-21,BROKER PAYOUT,-64165,LED-001891
2025-11-21,2025-11-22,IMPS,-132948,LED-001892
2025-11-17,2025-11-17,IMPS,94991,LED-001893
2025-11-20,2025-11-22,AUTO SWEEP,198648,LED-001894
2025-11-29,2025-11-29,UPI,-135025,LED-001895
2025-11-28,,BROKER PAYIN,194351,LED-001896
2025-11-21,2025-11-23,ATM WDL,163943,LED-001897
2025-11-19,2025-11-20,BROKER PAYIN,-12339,LED-001898
2025-11-18,2025-11-18,BROKER PAYIN,-161544,LED-001899
2025-11-24,2025-11-24,UPI,-174761,LED-001900
2025-11-26,2025-11-28,UPI,149594,LED-001901
2025-11-26,2025-11-28,BROKER PAYIN,137476,LED-001902
2025-11-24,2025-11-26,BROKER PAYOUT,54233,LED-001903
2025-11-29,2025-11-29,BROKER PAYIN,16463,LED-001904
2025-11-22,2025-11-22,BROKER PAYIN,-194837,LED-001905
2025-11-27,2025-11-28,IMPS,124879,LED-001906
2025-11-27,2025-11-27,BROKER PAYIN,-139155,LED-001907
2025-11-19,2025-11-21,IMPS,67609,LED-001908
2025-11-26,2025-11-28,ATM WDL,-184028,LED-001909
2025-12-01,2025-12-03,BROKER PAYIN,98594,LED-001910
2025-11-17,2025-11-18,ATM WDL,97347,LED-001911
2025-11-21,2025-11-23,,52494,LED-001912
2025-11-20,2025-11-20,AUTO SWEEP,-147239,LED-001913
2025-11-17,2025-11-18,IMPS,72887,LED-001914
2025-11-19,2025-11-19,IMPS,10137,LED-001915
2025-11-25,2025-11-27,AUTO SWEEP,-32254,LED-001916
2025-11-26,2025-11-27,ATM WDL,176500,LED-001917
2025-11-22,2025-11-24,SUSPICIOUS BULK WITHDRAWAL,-1663275,LED-001918
2025-11-27,2025-11-28,AUTO SWEEP,-174143,LED-001919
2025-11-20,2025-11-21,AUTO SWEEP,-106056,LED-001920
2025-11-29,2025-11-29,ATM WDL,18551,LED-001921
2025-11-29,2025-12-01,IMPS,189893,LED-001922
2025-11-25,,IMPS,48905,LED-001923
2025-11-26,2025-11-28,ATM WDL,-135864,LED-001924
2025-11-22,2025-11-24,AUTO SWEEP,124846,LED-001925
2025-11-19,2025-11-19,UPI,-177311,LED-001926
2025-11-30,,ATM WDL,191026,LED-001927
2025-11-17,2025-11-18,UPI,91856,LED-001928
2025-11-23,2025-11-24,BROKER PAYOUT,-124636,LED-001929
2025-11-17,2025-11-18,BROKER PAYOUT,71559,LED-001930
2025-11-29,2025-11-30,AUTO SWEEP,-4572,LED-001931
2025-11-20,2025-11-22,BROKER PAYIN,91663,LED-001932
2025-11-28,2025-11-28,BROKER PAYIN,131673,LED-001933
2025-11-23,,IMPS,108036,LED-001934
2025-11-27,,BROKER PAYIN,-166520,LED-001935
2025-12-01,2025-12-02,BROKER PAYIN,60851,LED-001936
2025-11-20,2025-11-21,IMPS,41756,LED-001937
2025-11-30,2025-12-02,ATM WDL,28539,LED-001938
2025-12-01,2025-12-03,UPI,86029,LED-001939
2025-11-27,2025-11-29,BROKER PAYIN,-79243,LED-001940
2025-11-27,2025-11-27,AUTO SWEEP,161424,LED-001941
2025-11-25,2025-11-27,ATM WDL,5712,LED-001942
2025-11-26,2025-11-26,ATM WDL,-151162,LED-001943
2025-11-26,2025-11-27,BROKER PAYOUT,148017,LED-001944
2025-11-17,2025-11-17,UPI,-60887,LED-001945
2025-11-23,2025-11-23,BROKER PAYOUT,19719,LED-001946
2025-11-20,2025-11-21,ATM WDL,-23934,LED-001947
2025-11-24,2025-11-24,IMPS,87489,LED-001948
2025-12-01,2025-12-01,,193829,LED-001949
2025-11-30,2025-12-02,ATM WDL,-89252,LED-001950
2025-11-23,2025-11-25,BROKER PAYOUT,-49239,LED-001951
2025-11-19,2025-11-19,BROKER PAYOUT,-177943,LED-001952
2025-11-20,2025-11-22,IMPS,-40489,LED-001953
2025-11-24,2025-11-26,AUTO SWEEP,-113494,LED-001954
2025-11-29,2025-11-30,IMPS,147,LED-001955
2025-11-30,2025-11-30,IMPS,160205,LED-001956
2025-11-17,2025-11-18,UPI,118954,LED-001957
2025-11-20,2025-11-20,ATM WDL,70903,LED-001958
2025-11-29,2025-12-01,BROKER PAYIN,-51734,LED-001959
2025-11-17,2025-11-18,UPI,181710,LED-001960
2025-11-21,2025-11-22,BROKER PAYOUT,84290,LED-001961
2025-11-26,2025-11-26,BROKER PAYOUT,-163054,LED-001962
2025-11-18,2025-11-18,AUTO SWEEP,-53454,LED-001963
2025-11-28,2025-11-28,BROKER PAYOUT,-88531,LED-001964
2025-11-20,2025-11-22,BROKER PAYIN,-62137,LED-001965
2025-11-22,2025-11-22,ATM WDL,-48574,LED-001966
2025-11-25,2025-11-26,ATM WDL,177063,LED-001967
2025-11-17,2025-11-19,AUTO SWEEP,-140269,LED-001968
2025-11-28,2025-11-28,BROKER PAYOUT,101588,LED-001969
2025-11-22,2025-11-22,BROKER PAYIN,-72782,LED-001970
2025-12-01,2025-12-01,BROKER PAYIN,-78298,LED-001971
2025-11-21,2025-11-22,IMPS,147050,LED-001972
2025-11-26,2025-11-27,ATM WDL,-98588,LED-001973
2025-11-24,2025-11-25,BROKER PAYOUT,-12734,LED-001974
2025-11-29,2025-12-01,UPI,-106956,LED-001975
2025-11-25,2025-11-25,UPI,38803,LED-001976
2025-12-01,2025-12-01,AUTO SWEEP,125642,LED-001977
2025-11-22,2025-11-24,UPI,-120713,LED-001978
2025-11-24,2025-11-26,IMPS,-9225,LED-001979
2025-11-18,,AUTO SWEEP,67701,LED-001980
2025-11-25,2025-11-27,ATM WDL,-109298,LED-001981
2025-11-28,2025-11-30,BROKER PAYOUT,90522,LED-001982
2025-11-20,,IMPS,-184527,LED-001983
2025-11-18,2025-11-19,UPI,182904,LED-001984
2025-11-20,,BROKER PAYOUT,-163566,LED-001985
2025-11-26,2025-11-28,AUTO SWEEP,98558,LED-001986
2025-11-30,2025-11-30,BROKER PAYOUT,-57099,LED-001987
2025-11-30,2025-12-02,BROKER PAYOUT,-24765,LED-001988
2025-12-01,2025-12-03,ATM WDL,65776,LED-001989
2025-11-29,2025-11-29,ATM WDL,23789,LED-001990
2025-11-22,2025-11-22,IMPS,-139562,LED-001991
2025-11-29,2025-11-29,BROKER PAYOUT,64147,LED-001992
2025-11-23,2025-11-24,BROKER PAYIN,100462,LED-001993
2025-11-24,,BROKER PAYIN,-192719,LED-001994
2025-11-20,2025-11-21,BROKER PAYIN,29454,LED-001995
2025-11-27,2025-11-28,ATM WDL,-23702,LED-001996
2025-12-01,2025-12-03,IMPS,114024,LED-001997
2025-11-23,2025-11-25,BROKER PAYOUT,-186385,LED-001998
2025-11-24,2025-11-24,AUTO SWEEP,42825,LED-001999
2025-11-18,,BROKER PAYOUT,-119245,LED-002000
2025-11-26,2025-11-28,BROKER PAYOUT,25123,LED-002001
2025-11-24,2025-11-25,IMPS,-110425,LED-002002
2025-11-21,2025-11-21,BROKER PAYOUT,37627,LED-002003
2025-11-21,2025-11-21,AUTO SWEEP,159707,LED-002004
2025-11-25,2025-11-27,AUTO SWEEP,-197031,LED-002005
2025-11-29,2025-11-30,ATM WDL,71232,LED-002006
2025-11-27,,ATM WDL,-110949,LED-002007
2025-11-24,2025-11-25,BROKER PAYOUT,-170419,LED-002008
2025-12-01,2025-12-02,ATM WDL,198711,LED-002009
2025-11-22,2025-11-22,UPI,59691,LED-002010
2025-11-27,,BROKER PAYIN,-18849,LED-002011
2025-11-18,2025-11-19,UPI,10740,LED-002012
2025-11-27,2025-11-29,UPI,-143772,LED-002013
2025-11-20,2025-11-21,IMPS,-156878,LED-002014
2025-12-01,,SUSPICIOUS BULK WITHDRAWAL,-1204588,LED-002015
2025-11-28,2025-11-30,UPI,-187382,LED-002016
2025-11-29,2025-12-01,BROKER PAYIN,131065,LED-002017
2025-11-30,2025-12-02,ATM WDL,16990,LED-002018
2025-11-27,2025-11-29,BROKER PAYIN,-101042,LED-002019
2025-11-30,2025-12-01,,-173447,LED-002020
2025-11-18,2025-11-18,IMPS,23845,LED-002021
2025-11-25,2025-11-27,,65633,LED-002022
2025-11-24,,IMPS,-161989,LED-002023
2025-11-25,2025-11-25,IMPS,25395,LED-002024
2025-11-19,2025-11-19,ATM WDL,161345,LED-002025
2025-12-01,2025-12-03,BROKER PAYOUT,84765,LED-002026
2025-11-29,2025-11-30,ATM WDL,147961,LED-002027
2025-11-30,2025-12-02,AUTO SWEEP,-11416,LED-002028
2025-11-24,2025-11-24,BROKER PAYOUT,-44942,LED-002029
2025-11-29,2025-11-29,BROKER PAYIN,-185914,LED-002030
2025-11-20,2025-11-21,IMPS,-118480,LED-002031
2025-11-24,2025-11-25,IMPS,63357,LED-002032
2025-11-22,2025-11-23,IMPS,120804,LED-002033
2025-11-23,2025-11-24,BROKER PAYOUT,-89198,LED-002034
2025-11-26,2025-11-26,BROKER PAYOUT,73938,LED-002035
2025-11-30,2025-12-01,BROKER PAYIN,-169183,LED-002036
2025-11-27,2025-11-29,ATM WDL,-191193,LED-002037
2025-12-01,,BROKER PAYOUT,125800,LED-002038
2025-11-23,2025-11-25,AUTO SWEEP,-167740,LED-002039
2025-11-29,2025-12-01,BROKER PAYOUT,170096,LED-002040
2025-12-01,2025-12-03,BROKER PAYOUT,-198577,LED-002041
2025-11-18,2025-11-18,AUTO SWEEP,156348,LED-002042
2025-11-29,2025-12-01,BROKER PAYOUT,185513,LED-002043
2025-11-20,2025-11-20,ATM WDL,-40689,LED-002044
2025-11-29,2025-11-30,AUTO SWEEP,-28785,LED-002045
2025-11-28,2025-11-28,AUTO SWEEP,-129521,LED-002046
2025-11-26,,IMPS,179710,LED-002047
2025-11-25,2025-11-25,BROKER PAYIN,180034,LED-002048
2025-11-30,2025-12-02,IMPS,32881,LED-002049
2025-11-27,2025-11-28,IMPS,-22439,LED-002050
2025-11-18,2025-11-18,IMPS,-195196,LED-002051
2025-11-30,2025-12-01,IMPS,150244,LED-002052
2025-11-20,2025-11-20,BROKER PAYOUT,66850,LED-002053
2025-11-20,2025-11-20,BROKER PAYIN,-8225,LED-002054
2025-11-23,,UPI,136,LED-002055
2025-11-18,2025-11-18,BROKER PAYOUT,1231,LED-002056
2025-11-26,2025-11-26,BROKER PAYIN,-178622,LED-002057
2025-11-21,2025-11-21,BROKER PAYOUT,85499,LED-002058
2025-11-23,2025-11-23,ATM WDL,-109303,LED-002059
2025-11-17,2025-11-19,IMPS,-178416,LED-002060
2025-11-28,2025-11-28,BROKER PAYOUT,-4523,LED-002061
2025-11-27,2025-11-28,BROKER PAYIN,93867,LED-002062
2025-12-01,2025-12-02,ATM WDL,144737,LED-002063
2025-11-24,2025-11-26,UPI,-101060,LED-002064
2025-11-27,2025-11-27,UPI,77545,LED-002065
2025-11-25,2025-11-25,BROKER PAYOUT,-96864,LED-002066
2025-11-27,2025-11-29,BROKER PAYIN,-26814,LED-002067
2025-11-17,2025-11-17,UPI,-174885,LED-002068
2025-11-19,2025-11-21,IMPS,-1655,LED-002069
2025-11-28,2025-11-28,UPI,-51266,LED-002070
2025-11-30,2025-11-30,UPI,10965,LED-002071
2025-11-22,2025-11-22,AUTO SWEEP,-23708,LED-002072
2025-11-19,2025-11-21,,73346,LED-002073
2025-11-21,2025-11-21,BROKER PAYIN,179246,LED-002074
2025-11-29,2025-11-29,AUTO SWEEP,-145611,LED-002075
2025-11-27,2025-11-28,,51103,LED-002076
2025-11-23,2025-11-23,ATM WDL,-115973,LED-002077
2025-11-25,2025-11-27,UPI,91582,LED-002078
2025-12-01,,IMPS,-157314,LED-002079
2025-11-19,2025-11-19,AUTO SWEEP,-173970,LED-002080
2025-11-26,2025-11-26,,38138,LED-002081
2025-11-21,2025-11-23,AUTO SWEEP,-173838,LED-002082
2025-12-01,2025-12-02,UPI,117789,LED-002083
2025-11-29,2025-11-30,AUTO SWEEP,-91389,LED-002084
2025-12-01,2025-12-02,BROKER PAYOUT,27101,LED-002085
2025-11-17,2025-11-17,IMPS,106175,LED-002086
2025-11-21,2025-11-23,ATM WDL,-7932,LED-002087
2025-11-27,,AUTO SWEEP,-192039,LED-002088
2025-11-30,2025-11-30,IMPS,630,LED-002089
2025-11-20,2025-11-21,BROKER PAYIN,9033,LED-002090
2025-11-19,2025-11-21,IMPS,-3484,LED-002091
2025-11-17,2025-11-18,AUTO SWEEP,-69512,LED-002092
2025-11-21,2025-11-22,UPI,177838,LED-002093
2025-11-28,2025-11-28,BROKER PAYOUT,61297,LED-002094
2025-11-29,2025-11-29,UPI,-130165,LED-002095
2025-11-23,,UPI,105424,LED-002096
2025-11-26,2025-11-26,UPI,171036,LED-002097
2025-11-21,2025-11-21,BROKER PAYOUT,-162594,LED-002098
2025-11-18,2025-11-18,UPI,-96023,LED-002099
2025-11-29,2025-11-29,BROKER PAYOUT,54013,LED-002100
2025-11-17,,BROKER PAYIN,36323,LED-002101
2025-11-22,2025-11-23,BROKER PAYIN,-40789,LED-002102
2025-11-24,2025-11-24,AUTO SWEEP,140756,LED-002103
2025-11-22,2025-11-24,ATM WDL,-54503,LED-002104
2025-11-18,2025-11-18,UPI,-58762,LED-002105
2025-11-27,2025-11-28,BROKER PAYOUT,-87762,LED-002106
2025-11-27,2025-11-28,IMPS,-10742,LED-002107
2025-11-27,2025-11-28,AUTO SWEEP,33181,LED-002108
2025-11-18,2025-11-20,BROKER PAYOUT,-12483,LED-002109
2025-12-01,2025-12-01,UPI,-190198,LED-002110
2025-11-26,2025-11-27,BROKER PAYOUT,-105212,LED-002111
2025-11-20,2025-11-21,UPI,-179641,LED-002112
2025-11-17,2025-11-18,BROKER PAYOUT,114429,LED-002113
2025-11-25,2025-11-27,BROKER PAYIN,178423,LED-002114
2025-11-28,2025-11-30,BROKER PAYOUT,-53761,LED-002115
2025-11-19,2025-11-21,UPI,50677,LED-002116
2025-11-26,2025-11-26,AUTO SWEEP,-64711,LED-002117
2025-11-25,2025-11-26,UPI,-186390,LED-002118
2025-11-21,2025-11-21,IMPS,99288,LED-002119
2025-12-01,2025-12-01,SUSPICIOUS BULK WITHDRAWAL,-1293009,LED-002120
2025-11-30,2025-11-30,IMPS,187320,LED-002121
2025-11-17,2025-11-18,UPI,69313,LED-002122
2025-12-01,2025-12-01,AUTO SWEEP,189944,LED-002123
2025-11-17,2025-11-17,BROKER PAYOUT,-107685,LED-002124
2025-12-01,,BROKER PAYIN,-94661,LED-002125
2025-11-17,2025-11-18,IMPS,-60314,LED-002126
2025-11-26,2025-11-28,BROKER PAYIN,116374,LED-002127
2025-11-21,2025-11-21,IMPS,-28771,LED-002128
2025-11-25,2025-11-25,BROKER PAYIN,-108127,LED-002129
2025-11-24,2025-11-25,ATM WDL,-35681,LED-002130
2025-11-24,2025-11-25,AUTO SWEEP,-10119,LED-002131
2025-11-26,2025-11-27,UPI,191032,LED-002132
2025-11-27,2025-11-29,UPI,174960,LED-002133
2025-11-22,2025-11-23,BROKER PAYIN,-29893,LED-002134
2025-11-28,2025-11-29,IMPS,36996,LED-002135
2025-11-22,2025-11-22,BROKER PAYIN,-21096,LED-002136
2025-11-17,2025-11-19,ATM WDL,-166488,LED-002137
2025-12-01,2025-12-02,BROKER PAYOUT,105451,LED-002138
2025-11-27,2025-11-27,BROKER PAYIN,33500,LED-002139
2025-11-29,2025-12-01,BROKER PAYIN,-173109,LED-002140
2025-11-28,2025-11-28,BROKER PAYOUT,-64915,LED-002141
2025-11-27,2025-11-28,AUTO SWEEP,-121247,LED-002142
2025-11-29,2025-12-01,ATM WDL,-112894,LED-002143
2025-11-24,2025-11-26,ATM WDL,-166259,LED-002144
2025-11-20,2025-11-22,UPI,186730,LED-002145
2025-11-27,2025-11-29,UPI,-64078,LED-002146
2025-11-17,2025-11-18,AUTO SWEEP,-199613,LED-002147
2025-11-30,2025-11-30,SUSPICIOUS BULK WITHDRAWAL,-868482,LED-002148
2025-11-18,2025-11-20,SUSPICIOUS BULK WITHDRAWAL,-1816978,LED-002149
2025-11-22,2025-11-24,BROKER PAYIN,-147548,LED-002150
2025-11-22,2025-11-22,,9858,LED-002151
2025-11-27,2025-11-29,IMPS,-63775,LED-002152
2025-11-17,,AUTO SWEEP,175138,LED-002153
2025-11-22,2025-11-23,UPI,151022,LED-002154
2025-11-20,2025-11-20,IMPS,-74508,LED-002155
2025-11-27,2025-11-29,BROKER PAYOUT,-90653,LED-002156
2025-11-26,2025-11-27,UPI,-182594,LED-002157
2025-11-27,2025-11-27,,-142693,LED-002158
2025-11-30,,IMPS,-138628,LED-002159
2025-11-25,2025-11-25,,-169633,LED-002160
2025-11-25,,IMPS,-112651,LED-002161
2025-12-01,2025-12-03,BROKER PAYIN,166501,LED-002162
2025-11-18,2025-11-18,,-128300,LED-002163
2025-11-27,2025-11-27,ATM WDL,87753,LED-002164
2025-11-18,2025-11-19,AUTO SWEEP,-70690,LED-002165
2025-12-01,2025-12-03,BROKER PAYIN,-117261,LED-002166
2025-11-18,2025-11-18,AUTO SWEEP,87583,LED-002167
2025-11-28,2025-11-28,,155692,LED-002168
2025-11-24,2025-11-24,UPI,-94072,LED-002169
2025-11-26,2025-11-26,UPI,-48280,LED-002170
2025-11-22,2025-11-22,BROKER PAYIN,112435,LED-002171
2025-11-26,2025-11-28,BROKER PAYIN,15106,LED-002172
2025-11-30,2025-12-01,BROKER PAYIN,-32864,LED-002173
2025-11-20,,SUSPICIOUS BULK WITHDRAWAL,-517685,LED-002174
2025-11-26,2025-11-28,BROKER PAYOUT,167704,LED-002175
2025-11-18,2025-11-18,BROKER PAYIN,-11017,LED-002176
2025-11-21,2025-11-23,ATM WDL,30070,LED-002177
2025-11-20,2025-11-21,ATM WDL,61411,LED-002178
2025-11-30,2025-12-01,AUTO SWEEP,50656,LED-002179
2025-12-01,2025-12-02,BROKER PAYIN,68005,LED-002180
2025-11-25,2025-11-25,ATM WDL,-173779,LED-002181
2025-11-23,,ATM WDL,128774,LED-002182
2025-11-19,2025-11-19,IMPS,-61329,LED-002183
2025-11-23,2025-11-25,IMPS,114695,LED-002184
2025-11-25,,BROKER PAYOUT,22167,LED-002185
2025-11-25,,UPI,-127351,LED-002186
2025-11-20,2025-11-21,IMPS,155720,LED-002187
2025-11-22,2025-11-22,AUTO SWEEP,30650,LED-002188
2025-12-01,2025-12-01,SUSPICIOUS BULK WITHDRAWAL,-661732,LED-002189
2025-11-18,2025-11-18,UPI,60403,LED-002190
2025-11-23,2025-11-25,UPI,-37268,LED-002191
2025-11-24,2025-11-26,AUTO SWEEP,-34904,LED-002192
2025-11-17,2025-11-18,BROKER PAYIN,137419,LED-002193
2025-11-20,2025-11-22,BROKER PAYIN,-191762,LED-002194
2025-11-19,2025-11-19,ATM WDL,179203,LED-002195
2025-11-30,2025-12-01,BROKER PAYOUT,-24832,LED-002196
2025-11-21,2025-11-22,BROKER PAYIN,30715,LED-002197
2025-11-27,2025-11-29,UPI,41580,LED-002198
2025-11-20,2025-11-21,,-58576,LED-002199
