TxnDate,ValueDate,Description,Debit,Credit,Balance,RefNo
2025-11-26,2025-11-26,BROKERAGE / TRADE SETTLEMENT,12685,,-2152909.0,TXN-0001350
2025-11-25,2025-11-27,BROKERAGE / TRADE SETTLEMENT,118006,,-2270915.0,TXN-0001351
2025-11-23,2025-11-24,CLIENT FUNDING - RTGS,,133362,-2137553.0,TXN-0001352
2025-11-27,2025-11-28,MISC ADJUSTMENT,,7619,-2129934.0,TXN-0001353
2025-11-25,2025-11-27,PAYOUT TO CLIENT,177059,,-2306993.0,TXN-0001354
2025-11-23,2025-11-23,BROKERAGE / TRADE SETTLEMENT,125427,,-2432420.0,TXN-0001355
2025-11-23,2025-11-24,BANK / DP CHARGES,212,,-2432632.0,TXN-0001356
2025-11-25,2025-11-26,BANK / DP CHARGES,1351,,-2433983.0,TXN-0001357
2025-11-16,2025-11-17,BANK / DP CHARGES,582,,-2434565.0,TXN-0001358
2025-11-22,2025-11-22,BROKERAGE / TRADE SETTLEMENT,52900,,-2487465.0,TXN-0001359
2025-11-17,2025-11-18,BROKERAGE / TRADE SETTLEMENT,134176,,-2621641.0,TXN-0001360
2025-11-17,2025-11-18,MISC ADJUSTMENT,24236,,-2645877.0,TXN-0001361
2025-11-15,2025-11-15,BROKERAGE / TRADE SETTLEMENT,74998,,-2720875.0,TXN-0001362
2025-11-19,2025-11-20,MISC ADJUSTMENT,,27565,-2693310.0,TXN-0001363
2025-11-24,2025-11-24,BROKERAGE / TRADE SETTLEMENT,89013,,-2782323.0,TXN-0001364
2025-11-29,2025-12-01,MISC ADJUSTMENT,20124,,-2802447.0,TXN-0001365
2025-11-26,2025-11-28,BANK / DP CHARGES,1974,,-2804421.0,TXN-0001366
2025-11-28,2025-11-28,PAYOUT TO CLIENT,172647,,-2977068.0,TXN-0001367
2025-11-28,2025-11-30,BROKERAGE / TRADE SETTLEMENT,111774,,-3088842.0,TXN-0001368
2025-11-27,2025-11-27,CLIENT FUNDING - RTGS,,108729,-2980113.0,TXN-0001369
2025-11-18,2025-11-18,BROKERAGE / TRADE SETTLEMENT,52807,,-3032920.0,TXN-0001370
2025-11-17,2025-11-17,BROKERAGE / TRADE SETTLEMENT,78844,,-3111764.0,TXN-0001371
2025-11-29,2025-11-29,BANK / DP CHARGES,1279,,-3113043.0,TXN-0001372
2025-11-20,2025-11-22,PAYOUT TO CLIENT,118353,,-3231396.0,TXN-0001373
2025-11-20,2025-11-22,MISC ADJUSTMENT,23303,,-3254699.0,TXN-0001374
2025-11-23,2025-11-24,MISC ADJUSTMENT,23287,,-3277986.0,TXN-0001375
2025-11-21,2025-11-21,CLIENT FUNDING - RTGS,,89065,-3188921.0,TXN-0001376
2025-11-19,2025-11-20,MISC ADJUSTMENT,9206,,-3198127.0,TXN-0001377
2025-11-21,2025-11-21,PAYOUT TO CLIENT,142861,,-3340988.0,TXN-0001378
2025-11-17,2025-11-17,MISC ADJUSTMENT,38228,,-3379216.0,TXN-0001379
2025-11-25,2025-11-25,BANK / DP CHARGES,226,,-3379442.0,TXN-0001380
2025-11-17,2025-11-17,CLIENT FUNDING - RTGS,,122095,-3257347.0,TXN-0001381
2025-11-15,2025-11-16,PAYOUT TO CLIENT,79911,,-3337258.0,TXN-0001382
2025-11-29,2025-12-01,CLIENT FUNDING - RTGS,,56819,-3280439.0,TXN-0001383
2025-11-16,2025-11-18,MISC ADJUSTMENT,,15353,-3265086.0,TXN-0001384
2025-11-23,2025-11-23,CLIENT FUNDING - RTGS,,243999,-3021087.0,TXN-0001385
2025-11-24,2025-11-26,BANK / DP CHARGES,1147,,-3022234.0,TXN-0001386
2025-11-21,2025-11-21,MISC ADJUSTMENT,,19075,-3003159.0,TXN-0001387
2025-11-18,2025-11-18,CLIENT FUNDING - RTGS,,256020,-2747139.0,TXN-0001388
2025-11-18,2025-11-20,MISC ADJUSTMENT,,19657,-2727482.0,TXN-0001389
2025-11-24,2025-11-25,BANK / DP CHARGES,121,,-2727603.0,TXN-0001390
2025-11-26,2025-11-26,PAYOUT TO CLIENT,97460,,-2825063.0,TXN-0001391
2025-11-19,2025-11-19,PAYOUT TO CLIENT,30105,,-2855168.0,TXN-0001392
2025-11-18,2025-11-18,BROKERAGE / TRADE SETTLEMENT,70178,,-2925346.0,TXN-0001393
2025-11-21,2025-11-23,CLIENT FUNDING - RTGS,,209925,-2715421.0,TXN-0001394
2025-11-18,2025-11-18,CLIENT FUNDING - RTGS,,104035,-2611386.0,TXN-0001395
2025-11-28,2025-11-29,BANK / DP CHARGES,1010,,-2612396.0,TXN-0001396
2025-11-23,2025-11-24,MISC ADJUSTMENT,,45664,-2566732.0,TXN-0001397
2025-11-20,2025-11-21,CLIENT FUNDING - RTGS,,161925,-2404807.0,TXN-0001398
2025-11-29,2025-12-01,CLIENT FUNDING - RTGS,,188562,-2216245.0,TXN-0001399
2025-11-27,2025-11-27,BROKERAGE / TRADE SETTLEMENT,123187,,-2339432.0,TXN-0001400
2025-11-28,2025-11-28,BANK / DP CHARGES,1998,,-2341430.0,TXN-0001401
2025-11-15,2025-11-15,MISC ADJUSTMENT,,6947,-2334483.0,TXN-0001402
2025-11-16,2025-11-16,CLIENT FUNDING - RTGS,,208593,-2125890.0,TXN-0001403
2025-11-17,2025-11-19,PAYOUT TO CLIENT,181247,,-2307137.0,TXN-0001404
2025-11-17,2025-11-17,CLIENT FUNDING - RTGS,,237980,-2069157.0,TXN-0001405
2025-11-16,2025-11-18,MISC ADJUSTMENT,13305,,-2082462.0,TXN-0001406
2025-11-19,2025-11-21,BANK / DP CHARGES,1727,,-2084189.0,TXN-0001407
2025-11-18,2025-11-19,BROKERAGE / TRADE SETTLEMENT,133204,,-2217393.0,TXN-0001408
2025-11-20,2025-11-20,CLIENT FUNDING - RTGS,,265625,-1951768.0,TXN-0001409
2025-11-17,2025-11-19,MISC ADJUSTMENT,,47832,-1903936.0,TXN-0001410
2025-11-29,2025-11-29,BROKERAGE / TRADE SETTLEMENT,136689,,-2040625.0,TXN-0001411
2025-11-17,2025-11-17,CLIENT FUNDING - RTGS,,160317,-1880308.0,TXN-0001412
2025-11-29,2025-12-01,CLIENT FUNDING - RTGS,,294425,-1585883.0,TXN-0001413
2025-11-15,2025-11-16,BANK / DP CHARGES,1830,,-1587713.0,TXN-0001414
2025-11-15,2025-11-15,PAYOUT TO CLIENT,147511,,-1735224.0,TXN-0001415
2025-11-15,2025-11-15,CLIENT FUNDING - RTGS,,212299,-1522925.0,TXN-0001416
2025-11-19,2025-11-19,PAYOUT TO CLIENT,179333,,-1702258.0,TXN-0001417
2025-11-15,2025-11-15,BROKERAGE / TRADE SETTLEMENT,42071,,-1744329.0,TXN-0001418
2025-11-18,2025-11-18,BANK / DP CHARGES,409,,-1744738.0,TXN-0001419
2025-11-26,2025-11-26,BROKERAGE / TRADE SETTLEMENT,33410,,-1778148.0,TXN-0001420
2025-11-18,2025-11-20,CLIENT FUNDING - RTGS,,246207,-1531941.0,TXN-0001421
2025-11-23,2025-11-23,BROKERAGE / TRADE SETTLEMENT,122502,,-1654443.0,TXN-0001422
2025-11-18,2025-11-18,MISC ADJUSTMENT,,41598,-1612845.0,TXN-0001423
2025-11-19,2025-11-19,CLIENT FUNDING - RTGS,,119427,-1493418.0,TXN-0001424
2025-11-15,2025-11-15,PAYOUT TO CLIENT,163072,,-1656490.0,TXN-0001425
2025-11-23,2025-11-23,BROKERAGE / TRADE SETTLEMENT,129774,,-1786264.0,TXN-0001426
2025-11-23,2025-11-23,MISC ADJUSTMENT,17134,,-1803398.0,TXN-0001427
2025-11-25,2025-11-25,PAYOUT TO CLIENT,125945,,-1929343.0,TXN-0001428
2025-11-16,2025-11-18,MISC ADJUSTMENT,36034,,-1965377.0,TXN-0001429
2025-11-20,2025-11-22,BANK / DP CHARGES,1792,,-1967169.0,TXN-0001430
2025-11-15,2025-11-15,CLIENT FUNDING - RTGS,,220549,-1746620.0,TXN-0001431
2025-11-20,2025-11-22,BROKERAGE / TRADE SETTLEMENT,139860,,-1886480.0,TXN-0001432
2025-11-22,2025-11-23,CLIENT FUNDING - RTGS,,234755,-1651725.0,TXN-0001433
2025-11-20,2025-11-22,PAYOUT TO CLIENT,96260,,-1747985.0,TXN-0001434
2025-11-26,2025-11-28,PAYOUT TO CLIENT,69258,,-1817243.0,TXN-0001435
2025-11-24,2025-11-26,BROKERAGE / TRADE SETTLEMENT,136422,,-1953665.0,TXN-0001436
2025-11-15,2025-11-15,MISC ADJUSTMENT,24672,,-1978337.0,TXN-0001437
2025-11-17,2025-11-17,CLIENT FUNDING - RTGS,,160392,-1817945.0,TXN-0001438
2025-11-20,2025-11-22,BROKERAGE / TRADE SETTLEMENT,55143,,-1873088.0,TXN-0001439
2025-11-16,2025-11-16,BROKERAGE / TRADE SETTLEMENT,113508,,-1986596.0,TXN-0001440
2025-11-22,2025-11-22,BANK / DP CHARGES,309,,-1986905.0,TXN-0001441
2025-11-22,2025-11-22,MISC ADJUSTMENT,19305,,-2006210.0,TXN-0001442
2025-11-27,2025-11-29,CLIENT FUNDING - RTGS,,81201,-1925009.0,TXN-0001443
2025-11-25,2025-11-26,CLIENT FUNDING - RTGS,,214338,-1710671.0,TXN-0001444
2025-11-17,2025-11-19,BROKERAGE / TRADE SETTLEMENT,112692,,-1823363.0,TXN-0001445
2025-11-25,2025-11-25,PAYOUT TO CLIENT,84002,,-1907365.0,TXN-0001446
2025-11-29,2025-11-29,CLIENT FUNDING - RTGS,,200126,-1707239.0,TXN-0001447
2025-11-27,2025-11-27,PAYOUT TO CLIENT,112928,,-1820167.0,TXN-0001448
2025-11-24,2025-11-24,MISC ADJUSTMENT,,13811,-1806356.0,TXN-0001449
2025-11-17,2025-11-19,CLIENT FUNDING - RTGS,,231835,-1574521.0,TXN-0001450
2025-11-21,2025-11-21,MISC ADJUSTMENT,,18535,-1555986.0,TXN-0001451
2025-11-16,2025-11-16,BANK / DP CHARGES,592,,-1556578.0,TXN-0001452
2025-11-26,2025-11-28,CLIENT FUNDING - RTGS,,112033,-1444545.0,TXN-0001453
2025-11-27,2025-11-28,CLIENT FUNDING - RTGS,,237903,-1206642.0,TXN-0001454
2025-11-21,2025-11-22,BANK / DP CHARGES,819,,-1207461.0,TXN-0001455
2025-11-22,2025-11-22,MISC ADJUSTMENT,24820,,-1232281.0,TXN-0001456
2025-11-18,2025-11-18,MISC ADJUSTMENT,5803,,-1238084.0,TXN-0001457
2025-11-19,2025-11-20,MISC ADJUSTMENT,,49878,-1188206.0,TXN-0001458
2025-11-24,2025-11-25,MISC ADJUSTMENT,23066,,-1211272.0,TXN-0001459
2025-11-20,2025-11-20,BANK / DP CHARGES,1540,,-1212812.0,TXN-0001460
2025-11-15,2025-11-17,BROKERAGE / TRADE SETTLEMENT,131264,,-1344076.0,TXN-0001461
2025-11-17,2025-11-19,CLIENT FUNDING - RTGS,,251253,-1092823.0,TXN-0001462
2025-11-22,2025-11-24,BANK / DP CHARGES,342,,-1093165.0,TXN-0001463
2025-11-24,2025-11-24,CLIENT FUNDING - RTGS,,144377,-948788.0,TXN-0001464
2025-11-26,2025-11-28,CLIENT FUNDING - RTGS,,240842,-707946.0,TXN-0001465
2025-11-18,2025-11-18,CLIENT FUNDING - RTGS,,73852,-634094.0,TXN-0001466
2025-11-21,2025-11-23,BANK / DP CHARGES,536,,-634630.0,TXN-0001467
2025-11-28,2025-11-29,BROKERAGE / TRADE SETTLEMENT,11226,,-645856.0,TXN-0001468
2025-11-17,2025-11-19,MISC ADJUSTMENT,,17034,-628822.0,TXN-0001469
2025-11-18,2025-11-19,MISC ADJUSTMENT,44420,,-673242.0,TXN-0001470
2025-11-26,2025-11-26,MISC ADJUSTMENT,,43347,-629895.0,TXN-0001471
2025-11-15,2025-11-16,BROKERAGE / TRADE SETTLEMENT,44213,,-674108.0,TXN-0001472
2025-11-22,2025-11-23,BANK / DP CHARGES,1229,,-675337.0,TXN-0001473
2025-11-29,2025-11-29,CLIENT FUNDING - RTGS,,50148,-625189.0,TXN-0001474
2025-11-28,2025-11-28,BROKERAGE / TRADE SETTLEMENT,110771,,-735960.0,TXN-0001475
2025-11-29,2025-11-30,BROKERAGE / TRADE SETTLEMENT,85966,,-821926.0,TXN-0001476
2025-11-25,2025-11-25,CLIENT FUNDING - RTGS,,58896,-763030.0,TXN-0001477
2025-11-26,2025-11-26,PAYOUT TO CLIENT,52256,,-815286.0,TXN-0001478
2025-11-15,2025-11-16,BANK / DP CHARGES,915,,-816201.0,TXN-0001479
2025-11-16,2025-11-17,BANK / DP CHARGES,1474,,-817675.0,TXN-0001480
2025-11-24,2025-11-24,PAYOUT TO CLIENT,64656,,-882331.0,TXN-0001481
2025-11-20,2025-11-22,BANK / DP CHARGES,398,,-882729.0,TXN-0001482
2025-11-22,2025-11-23,MISC ADJUSTMENT,49279,,-932008.0,TXN-0001483
2025-11-15,2025-11-15,PAYOUT TO CLIENT,48409,,-980417.0,TXN-0001484
2025-11-27,2025-11-27,CLIENT FUNDING - RTGS,,269541,-710876.0,TXN-0001485
2025-11-27,2025-11-28,BROKERAGE / TRADE SETTLEMENT,65805,,-776681.0,TXN-0001486
2025-11-24,2025-11-24,PAYOUT TO CLIENT,60193,,-836874.0,TXN-0001487
2025-11-27,2025-11-27,BANK / DP CHARGES,331,,-837205.0,TXN-0001488
2025-11-24,2025-11-24,BROKERAGE / TRADE SETTLEMENT,46292,,-883497.0,TXN-0001489
2025-11-15,2025-11-15,PAYOUT TO CLIENT,34216,,-917713.0,TXN-0001490
2025-11-16,2025-11-18,BANK / DP CHARGES,996,,-918709.0,TXN-0001491
2025-11-25,2025-11-25,CLIENT FUNDING - RTGS,,162102,-756607.0,TXN-0001492
2025-11-28,2025-11-29,PAYOUT TO CLIENT,45121,,-801728.0,TXN-0001493
2025-11-20,2025-11-20,MISC ADJUSTMENT,,41921,-759807.0,TXN-0001494
2025-11-27,2025-11-28,CLIENT FUNDING - RTGS,,144505,-615302.0,TXN-0001495
2025-11-26,2025-11-26,PAYOUT TO CLIENT,172184,,-787486.0,TXN-0001496
2025-11-15,2025-11-15,PAYOUT TO CLIENT,68085,,-855571.0,TXN-0001497
2025-11-15,2025-11-15,MISC ADJUSTMENT,,27068,-828503.0,TXN-0001498
2025-11-29,2025-11-30,CLIENT FUNDING - RTGS,,92223,-736280.0,TXN-0001499
2025-11-28,2025-11-28,PAYOUT TO CLIENT,61115,,-797395.0,TXN-0001500
2025-11-19,2025-11-20,BROKERAGE / TRADE SETTLEMENT,19100,,-816495.0,TXN-0001501
2025-11-19,2025-11-20,BANK / DP CHARGES,1339,,-817834.0,TXN-0001502
2025-11-17,2025-11-17,PAYOUT TO CLIENT,21388,,-839222.0,TXN-0001503
2025-11-23,2025-11-23,BROKERAGE / TRADE SETTLEMENT,117173,,-956395.0,TXN-0001504
2025-11-21,2025-11-21,CLIENT FUNDING - RTGS,,161930,-794465.0,TXN-0001505
2025-11-17,2025-11-17,CLIENT FUNDING - RTGS,,142039,-652426.0,TXN-0001506
2025-11-28,2025-11-28,PAYOUT TO CLIENT,85549,,-737975.0,TXN-0001507
2025-11-16,2025-11-18,PAYOUT TO CLIENT,88405,,-826380.0,TXN-0001508
2025-11-21,2025-11-21,MISC ADJUSTMENT,41183,,-867563.0,TXN-0001509
2025-11-25,2025-11-26,MISC ADJUSTMENT,,42628,-824935.0,TXN-0001510
2025-11-23,2025-11-24,CLIENT FUNDING - RTGS,,57675,-767260.0,TXN-0001511
2025-11-19,2025-11-19,MISC ADJUSTMENT,,13385,-753875.0,TXN-0001512
2025-11-24,2025-11-25,CLIENT FUNDING - RTGS,,91504,-662371.0,TXN-0001513
2025-11-19,2025-11-19,CLIENT FUNDING - RTGS,,241457,-420914.0,TXN-0001514
2025-11-17,2025-11-19,CLIENT FUNDING - RTGS,,165384,-255530.0,TXN-0001515
2025-11-17,2025-11-19,BANK / DP CHARGES,1210,,-256740.0,TXN-0001516
2025-11-22,2025-11-23,MISC ADJUSTMENT,,9557,-247183.0,TXN-0001517
2025-11-29,2025-11-30,BROKERAGE / TRADE SETTLEMENT,45295,,-292478.0,TXN-0001518
2025-11-18,2025-11-18,PAYOUT TO CLIENT,173214,,-465692.0,TXN-0001519
2025-11-16,2025-11-16,PAYOUT TO CLIENT,25798,,-491490.0,TXN-0001520
2025-11-19,2025-11-19,MISC ADJUSTMENT,,17917,-473573.0,TXN-0001521
2025-11-21,2025-11-21,BANK / DP CHARGES,288,,-473861.0,TXN-0001522
2025-11-21,2025-11-21,BROKERAGE / TRADE SETTLEMENT,59923,,-533784.0,TXN-0001523
2025-11-22,2025-11-23,MISC ADJUSTMENT,41443,,-575227.0,TXN-0001524
2025-11-16,2025-11-17,BROKERAGE / TRADE SETTLEMENT,18490,,-593717.0,TXN-0001525
2025-11-15,2025-11-15,CLIENT FUNDING - RTGS,,73562,-520155.0,TXN-0001526
2025-11-27,2025-11-27,PAYOUT TO CLIENT,163089,,-683244.0,TXN-0001527
2025-11-15,2025-11-16,MISC ADJUSTMENT,,42871,-640373.0,TXN-0001528
2025-11-29,2025-11-29,BROKERAGE / TRADE SETTLEMENT,88063,,-728436.0,TXN-0001529
2025-11-23,2025-11-24,MISC ADJUSTMENT,13310,,-741746.0,TXN-0001530
2025-11-24,2025-11-25,PAYOUT TO CLIENT,144662,,-886408.0,TXN-0001531
2025-11-16,2025-11-16,CLIENT FUNDING - RTGS,,182376,-704032.0,TXN-0001532
2025-11-28,2025-11-28,BROKERAGE / TRADE SETTLEMENT,35222,,-739254.0,TXN-0001533
2025-11-20,2025-11-20,BANK / DP CHARGES,863,,-740117.0,TXN-0001534
2025-11-23,2025-11-25,PAYOUT TO CLIENT,62191,,-802308.0,TXN-0001535
2025-11-21,2025-11-21,BROKERAGE / TRADE SETTLEMENT,144252,,-946560.0,TXN-0001536
2025-11-19,2025-11-21,PAYOUT TO CLIENT,75514,,-1022074.0,TXN-0001537
2025-11-24,2025-11-25,BANK / DP CHARGES,497,,-1022571.0,TXN-0001538
2025-11-15,2025-11-15,BANK / DP CHARGES,1100,,-1023671.0,TXN-0001539
2025-11-19,2025-11-19,MISC ADJUSTMENT,20910,,-1044581.0,TXN-0001540
2025-11-15,2025-11-15,CLIENT FUNDING - RTGS,,220939,-823642.0,TXN-0001541
2025-11-18,2025-11-18,CLIENT FUNDING - RTGS,,258813,-564829.0,TXN-0001542
2025-11-28,2025-11-30,PAYOUT TO CLIENT,48685,,-613514.0,TXN-0001543
2025-11-22,2025-11-22,BROKERAGE / TRADE SETTLEMENT,20105,,-633619.0,TXN-0001544
2025-11-19,2025-11-21,BROKERAGE / TRADE SETTLEMENT,59393,,-693012.0,TXN-0001545
2025-11-28,2025-11-29,BROKERAGE / TRADE SETTLEMENT,61950,,-754962.0,TXN-0001546
2025-11-23,2025-11-23,CLIENT FUNDING - RTGS,,212206,-542756.0,TXN-0001547
2025-11-29,2025-11-29,PAYOUT TO CLIENT,152460,,-695216.0,TXN-0001548
2025-11-21,2025-11-23,CLIENT FUNDING - RTGS,,276766,-418450.0,TXN-0001549
2025-11-29,2025-11-29,CLIENT FUNDING - RTGS,,160292,-258158.0,TXN-0001550
2025-11-23,2025-11-23,PAYOUT TO CLIENT,166612,,-424770.0,TXN-0001551
2025-11-15,2025-11-16,CLIENT FUNDING - RTGS,,271397,-153373.0,TXN-0001552
2025-11-29,2025-11-29,BROKERAGE / TRADE SETTLEMENT,51351,,-204724.0,TXN-0001553
2025-11-26,2025-11-27,PAYOUT TO CLIENT,51709,,-256433.0,TXN-0001554
2025-11-23,2025-11-24,MISC ADJUSTMENT,19990,,-276423.0,TXN-0001555
2025-11-21,2025-11-21,PAYOUT TO CLIENT,83390,,-359813.0,TXN-0001556
2025-11-27,2025-11-28,CLIENT FUNDING - RTGS,,213803,-146010.0,TXN-0001557
2025-11-21,2025-11-21,MISC ADJUSTMENT,,40640,-105370.0,TXN-0001558
2025-11-18,2025-11-18,CLIENT FUNDING - RTGS,,103768,-1602.0,TXN-0001559
2025-11-28,2025-11-30,PAYOUT TO CLIENT,101959,,-103561.0,TXN-0001560
2025-11-23,2025-11-23,PAYOUT TO CLIENT,186702,,-290263.0,TXN-0001561
2025-11-15,2025-11-16,BANK / DP CHARGES,1169,,-291432.0,TXN-0001562
2025-11-26,2025-11-28,MISC ADJUSTMENT,44023,,-335455.0,TXN-0001563
2025-11-26,2025-11-26,BANK / DP CHARGES,1967,,-337422.0,TXN-0001564
2025-11-25,2025-11-26,CLIENT FUNDING - RTGS,,164068,-173354.0,TXN-0001565
2025-11-17,2025-11-17,CLIENT FUNDING - RTGS,,99113,-74241.0,TXN-0001566
2025-11-18,2025-11-18,CLIENT FUNDING - RTGS,,128168,53927.0,TXN-0001567
2025-11-16,2025-11-16,BROKERAGE / TRADE SETTLEMENT,18319,,35608.0,TXN-0001568
2025-11-24,2025-11-25,PAYOUT TO CLIENT,87769,,-52161.0,TXN-0001569
2025-11-22,2025-11-24,BROKERAGE / TRADE SETTLEMENT,11681,,-63842.0,TXN-0001570
2025-11-17,2025-11-17,CLIENT FUNDING - RTGS,,267760,203918.0,TXN-0001571
2025-11-20,2025-11-22,MISC ADJUSTMENT,,39488,243406.0,TXN-0001572
2025-11-27,2025-11-27,BANK / DP CHARGES,574,,242832.0,TXN-0001573
2025-11-25,2025-11-25,CLIENT FUNDING - RTGS,,93644,336476.0,TXN-0001574
2025-11-26,2025-11-26,BROKERAGE / TRADE SETTLEMENT,77277,,259199.0,TXN-0001575
2025-11-29,2025-12-01,BROKERAGE / TRADE SETTLEMENT,35398,,223801.0,TXN-0001576
2025-11-22,2025-11-22,MISC ADJUSTMENT,41789,,182012.0,TXN-0001577
2025-11-29,2025-11-29,CLIENT FUNDING - RTGS,,236034,418046.0,TXN-0001578
2025-11-25,2025-11-25,BANK / DP CHARGES,1436,,416610.0,TXN-0001579
2025-11-15,2025-11-15,BROKERAGE / TRADE SETTLEMENT,128765,,287845.0,TXN-0001580
2025-11-23,2025-11-23,MISC ADJUSTMENT,,42486,330331.0,TXN-0001581
2025-11-26,2025-11-26,BANK / DP CHARGES,305,,330026.0,TXN-0001582
2025-11-28,2025-11-29,BROKERAGE / TRADE SETTLEMENT,56824,,273202.0,TXN-0001583
2025-11-25,2025-11-26,BANK / DP CHARGES,1086,,272116.0,TXN-0001584
2025-11-18,2025-11-18,BANK / DP CHARGES,1951,,270165.0,TXN-0001585
2025-11-20,2025-11-20,MISC ADJUSTMENT,16542,,253623.0,TXN-0001586
2025-11-28,2025-11-30,MISC ADJUSTMENT,27621,,226002.0,TXN-0001587
2025-11-19,2025-11-21,MISC ADJUSTMENT,,13973,239975.0,TXN-0001588
2025-11-16,2025-11-18,BANK / DP CHARGES,1766,,238209.0,TXN-0001589
2025-11-26,2025-11-28,CLIENT FUNDING - RTGS,,248609,486818.0,TXN-0001590
2025-11-29,2025-11-29,MISC ADJUSTMENT,,35548,522366.0,TXN-0001591
2025-11-29,2025-12-01,MISC ADJUSTMENT,7611,,514755.0,TXN-0001592
2025-11-27,2025-11-27,BANK / DP CHARGES,836,,513919.0,TXN-0001593
2025-11-29,2025-12-01,BROKERAGE / TRADE SETTLEMENT,114137,,399782.0,TXN-0001594
2025-11-20,2025-11-20,PAYOUT TO CLIENT,145497,,254285.0,TXN-0001595
2025-11-17,2025-11-19,PAYOUT TO CLIENT,41816,,212469.0,TXN-0001596
2025-11-22,2025-11-23,BANK / DP CHARGES,995,,211474.0,TXN-0001597
2025-11-29,2025-11-29,CLIENT FUNDING - RTGS,,122122,333596.0,TXN-0001598
2025-11-22,2025-11-23,MISC ADJUSTMENT,16674,,316922.0,TXN-0001599
2025-11-19,2025-11-21,BANK / DP CHARGES,1665,,315257.0,TXN-0001600
2025-11-20,2025-11-20,MISC ADJUSTMENT,,12039,327296.0,TXN-0001601
2025-11-20,2025-11-20,BROKERAGE / TRADE SETTLEMENT,60751,,266545.0,TXN-0001602
2025-11-19,2025-11-21,BANK / DP CHARGES,651,,265894.0,TXN-0001603
2025-11-20,2025-11-22,CLIENT FUNDING - RTGS,,84124,350018.0,TXN-0001604
2025-11-29,2025-11-29,MISC ADJUSTMENT,45706,,304312.0,TXN-0001605
2025-11-23,2025-11-25,CLIENT FUNDING - RTGS,,258562,562874.0,TXN-0001606
2025-11-24,2025-11-24,BANK / DP CHARGES,190,,562684.0,TXN-0001607
2025-11-23,2025-11-23,MISC ADJUSTMENT,,46186,608870.0,TXN-0001608
2025-11-15,2025-11-16,MISC ADJUSTMENT,42732,,566138.0,TXN-0001609
2025-11-22,2025-11-22,BANK / DP CHARGES,1010,,565128.0,TXN-0001610
2025-11-26,2025-11-26,BANK / DP CHARGES,819,,564309.0,TXN-0001611
2025-11-17,2025-11-17,BROKERAGE / TRADE SETTLEMENT,74732,,489577.0,TXN-0001612
2025-11-24,2025-11-24,BANK / DP CHARGES,1121,,488456.0,TXN-0001613
2025-11-17,2025-11-17,BROKERAGE / TRADE SETTLEMENT,126151,,362305.0,TXN-0001614
2025-11-23,2025-11-23,BROKERAGE / TRADE SETTLEMENT,42568,,319737.0,TXN-0001615
2025-11-23,2025-11-23,BANK / DP CHARGES,674,,319063.0,TXN-0001616
2025-11-20,2025-11-20,MISC ADJUSTMENT,15347,,303716.0,TXN-0001617
2025-11-29,2025-11-29,PAYOUT TO CLIENT,165865,,137851.0,TXN-0001618
2025-11-15,2025-11-15,BANK / DP CHARGES,1906,,135945.0,TXN-0001619
2025-11-20,2025-11-20,BROKERAGE / TRADE SETTLEMENT,102083,,33862.0,TXN-0001620
2025-11-17,2025-11-17,PAYOUT TO CLIENT,89127,,-55265.0,TXN-0001621
2025-11-28,2025-11-28,BANK / DP CHARGES,1437,,-56702.0,TXN-0001622
2025-11-23,2025-11-24,CLIENT FUNDING - RTGS,,132602,75900.0,TXN-0001623
2025-11-29,2025-12-01,BROKERAGE / TRADE SETTLEMENT,57227,,18673.0,TXN-0001624
2025-11-17,2025-11-17,BANK / DP CHARGES,814,,17859.0,TXN-0001625
2025-11-19,2025-11-19,CLIENT FUNDING - RTGS,,262013,279872.0,TXN-0001626
2025-11-16,2025-11-18,BANK / DP CHARGES,1980,,277892.0,TXN-0001627
2025-11-18,2025-11-18,BROKERAGE / TRADE SETTLEMENT,68707,,209185.0,TXN-0001628
2025-11-25,2025-11-27,PAYOUT TO CLIENT,181501,,27684.0,TXN-0001629
2025-11-19,2025-11-20,CLIENT FUNDING - RTGS,,274681,302365.0,TXN-0001630
2025-11-17,2025-11-19,CLIENT FUNDING - RTGS,,51547,353912.0,TXN-0001631
2025-11-22,2025-11-22,MISC ADJUSTMENT,29289,,324623.0,TXN-0001632
2025-11-24,2025-11-24,BANK / DP CHARGES,1432,,323191.0,TXN-0001633
2025-11-22,2025-11-23,MISC ADJUSTMENT,18946,,304245.0,TXN-0001634
2025-11-26,2025-11-26,PAYOUT TO CLIENT,45761,,258484.0,TXN-0001635
2025-11-19,2025-11-21,CLIENT FUNDING - RTGS,,185722,444206.0,TXN-0001636
2025-11-19,2025-11-20,BROKERAGE / TRADE SETTLEMENT,17368,,426838.0,TXN-0001637
2025-11-22,2025-11-24,BROKERAGE / TRADE SETTLEMENT,60782,,366056.0,TXN-0001638
2025-11-18,2025-11-18,BANK / DP CHARGES,283,,365773.0,TXN-0001639
2025-11-24,2025-11-25,MISC ADJUSTMENT,23205,,342568.0,TXN-0001640
2025-11-26,2025-11-26,BROKERAGE / TRADE SETTLEMENT,94780,,247788.0,TXN-0001641
2025-11-25,2025-11-25,CLIENT FUNDING - RTGS,,114484,362272.0,TXN-0001642
2025-11-23,2025-11-25,BANK / DP CHARGES,679,,361593.0,TXN-0001643
2025-11-25,2025-11-26,CLIENT FUNDING - RTGS,,50266,411859.0,TXN-0001644
